

=== Predictions on test data ===

 inst#     actual  predicted error prediction
 11862        1:? 2:atempora       0.984 
 11863        1:? 2:atempora       0.999 
 11864        1:? 2:atempora       0.678 
 11865        1:? 2:atempora       0.945 
 11866        1:? 1:temporal       0.84 
 11867        1:? 2:atempora       0.994 
 11868        1:? 1:temporal       0.813 
 11869        1:? 2:atempora       0.999 
 11870        1:? 2:atempora       0.977 
 11871        1:? 2:atempora       1 
 11872        1:? 1:temporal       0.532 
 11873        1:? 2:atempora       0.963 
 11874        1:? 2:atempora       0.969 
 11875        1:? 2:atempora       0.999 
 11876        1:? 2:atempora       0.99 
 11877        1:? 2:atempora       0.994 
 11878        1:? 2:atempora       0.97 
 11879        1:? 2:atempora       1 
 11880        1:? 2:atempora       0.568 
 11881        1:? 2:atempora       0.796 
 11882        1:? 2:atempora       1 
 11883        1:? 2:atempora       0.926 
 11884        1:? 2:atempora       0.984 
 11885        1:? 2:atempora       0.998 
 11886        1:? 2:atempora       1 
 11887        1:? 1:temporal       0.975 
 11888        1:? 1:temporal       0.63 
 11889        1:? 2:atempora       1 
 11890        1:? 2:atempora       0.993 
 11891        1:? 2:atempora       0.952 
 11892        1:? 2:atempora       0.796 
 11893        1:? 2:atempora       1 
 11894        1:? 2:atempora       0.994 
 11895        1:? 2:atempora       0.587 
 11896        1:? 2:atempora       0.906 
 11897        1:? 2:atempora       0.99 
 11898        1:? 2:atempora       0.997 
 11899        1:? 2:atempora       0.992 
 11900        1:? 2:atempora       0.752 
 11901        1:? 1:temporal       0.84 
 11902        1:? 1:temporal       0.878 
 11903        1:? 2:atempora       0.712 
 11904        1:? 2:atempora       0.907 
 11905        1:? 2:atempora       0.884 
 11906        1:? 2:atempora       0.768 
 11907        1:? 1:temporal       0.504 
 11908        1:? 2:atempora       1 
 11909        1:? 2:atempora       0.994 
 11910        1:? 2:atempora       0.999 
 11911        1:? 2:atempora       0.969 
 11912        1:? 2:atempora       0.996 
 11913        1:? 2:atempora       0.881 
 11914        1:? 2:atempora       0.953 
 11915        1:? 2:atempora       0.996 
 11916        1:? 2:atempora       1 
 11917        1:? 1:temporal       0.575 
 11918        1:? 2:atempora       0.955 
 11919        1:? 2:atempora       0.849 
 11920        1:? 2:atempora       0.582 
 11921        1:? 2:atempora       0.88 
 11922        1:? 2:atempora       0.999 
 11923        1:? 1:temporal       0.85 
 11924        1:? 2:atempora       0.987 
 11925        1:? 1:temporal       0.981 
 11926        1:? 2:atempora       0.783 
 11927        1:? 2:atempora       0.714 
 11928        1:? 1:temporal       0.969 
 11929        1:? 2:atempora       0.533 
 11930        1:? 2:atempora       0.979 
 11931        1:? 2:atempora       0.999 
 11932        1:? 2:atempora       0.678 
 11933        1:? 2:atempora       0.997 
 11934        1:? 2:atempora       1 
 11935        1:? 1:temporal       0.634 
 11936        1:? 2:atempora       0.995 
 11937        1:? 2:atempora       0.865 
 11938        1:? 2:atempora       0.999 
 11939        1:? 1:temporal       1 
 11940        1:? 2:atempora       0.988 
 11941        1:? 1:temporal       0.938 
 11942        1:? 1:temporal       0.854 
 11943        1:? 2:atempora       0.718 
 11944        1:? 2:atempora       0.996 
 11945        1:? 1:temporal       0.968 
 11946        1:? 2:atempora       1 
 11947        1:? 1:temporal       0.619 
 11948        1:? 2:atempora       0.678 
 11949        1:? 2:atempora       0.854 
 11950        1:? 2:atempora       0.568 
 11951        1:? 1:temporal       0.532 
 11952        1:? 2:atempora       0.995 
 11953        1:? 2:atempora       1 
 11954        1:? 2:atempora       0.999 
 11955        1:? 2:atempora       0.656 
 11956        1:? 2:atempora       0.999 
 11957        1:? 2:atempora       0.678 
 11958        1:? 2:atempora       1 
 11959        1:? 1:temporal       0.975 
 11960        1:? 2:atempora       0.872 
 11961        1:? 2:atempora       0.884 
 11962        1:? 2:atempora       1 
 11963        1:? 2:atempora       0.952 
 11964        1:? 1:temporal       0.527 
 11965        1:? 2:atempora       0.991 
 11966        1:? 1:temporal       0.63 
 11967        1:? 2:atempora       0.994 
 11968        1:? 2:atempora       1 
 11969        1:? 2:atempora       1 
 11970        1:? 2:atempora       0.942 
 11971        1:? 1:temporal       0.881 
 11972        1:? 2:atempora       0.555 
 11973        1:? 1:temporal       0.778 
 11974        1:? 2:atempora       0.999 
 11975        1:? 2:atempora       0.998 
 11976        1:? 2:atempora       0.937 
 11977        1:? 2:atempora       0.997 
 11978        1:? 1:temporal       0.687 
 11979        1:? 2:atempora       1 
 11980        1:? 2:atempora       0.965 
 11981        1:? 2:atempora       0.969 
 11982        1:? 1:temporal       0.968 
 11983        1:? 2:atempora       1 
 11984        1:? 1:temporal       0.509 
 11985        1:? 2:atempora       0.568 
 11986        1:? 2:atempora       0.996 
 11987        1:? 2:atempora       0.99 
 11988        1:? 2:atempora       0.998 
 11989        1:? 2:atempora       0.99 
 11990        1:? 2:atempora       1 
 11991        1:? 1:temporal       0.84 
 11992        1:? 1:temporal       0.748 
 11993        1:? 2:atempora       0.998 
 11994        1:? 2:atempora       0.731 
 11995        1:? 1:temporal       0.808 
 11996        1:? 2:atempora       0.999 
 11997        1:? 2:atempora       1 
 11998        1:? 2:atempora       1 
 11999        1:? 2:atempora       0.61 
 12000        1:? 2:atempora       0.522 
 12001        1:? 1:temporal       0.898 
 12002        1:? 2:atempora       0.678 
 12003        1:? 2:atempora       1 
 12004        1:? 2:atempora       0.98 
 12005        1:? 2:atempora       1 
 12006        1:? 2:atempora       0.979 
 12007        1:? 2:atempora       0.85 
 12008        1:? 2:atempora       0.961 
 12009        1:? 2:atempora       0.867 
 12010        1:? 2:atempora       0.993 
 12011        1:? 2:atempora       1 
 12012        1:? 2:atempora       1 
 12013        1:? 1:temporal       0.875 
 12014        1:? 2:atempora       0.74 
 12015        1:? 2:atempora       0.621 
 12016        1:? 2:atempora       0.979 
 12017        1:? 2:atempora       0.999 
 12018        1:? 2:atempora       0.993 
 12019        1:? 1:temporal       0.63 
 12020        1:? 2:atempora       1 
 12021        1:? 2:atempora       0.796 
 12022        1:? 2:atempora       0.98 
 12023        1:? 2:atempora       1 
 12024        1:? 1:temporal       0.84 
 12025        1:? 1:temporal       0.728 
 12026        1:? 2:atempora       0.678 
 12027        1:? 2:atempora       1 
 12028        1:? 2:atempora       0.994 
 12029        1:? 1:temporal       0.726 
 12030        1:? 2:atempora       0.656 
 12031        1:? 1:temporal       0.854 
 12032        1:? 2:atempora       0.994 
 12033        1:? 2:atempora       0.668 
 12034        1:? 2:atempora       0.968 
 12035        1:? 2:atempora       0.995 
 12036        1:? 2:atempora       0.955 
 12037        1:? 2:atempora       1 
 12038        1:? 2:atempora       0.802 
 12039        1:? 1:temporal       0.626 
 12040        1:? 1:temporal       0.938 
 12041        1:? 1:temporal       0.965 
 12042        1:? 2:atempora       0.629 
 12043        1:? 2:atempora       0.994 
 12044        1:? 2:atempora       0.986 
 12045        1:? 2:atempora       0.951 
 12046        1:? 1:temporal       0.923 
 12047        1:? 2:atempora       0.815 
 12048        1:? 2:atempora       0.543 
 12049        1:? 1:temporal       0.63 
 12050        1:? 2:atempora       0.714 
 12051        1:? 2:atempora       0.876 
 12052        1:? 1:temporal       0.789 
 12053        1:? 2:atempora       1 
 12054        1:? 2:atempora       0.653 
 12055        1:? 2:atempora       0.982 
 12056        1:? 2:atempora       0.987 
 12057        1:? 2:atempora       0.963 
 12058        1:? 2:atempora       0.999 
 12059        1:? 2:atempora       1 
 12060        1:? 2:atempora       1 
 12061        1:? 2:atempora       1 
 12062        1:? 1:temporal       0.63 
 12063        1:? 2:atempora       0.97 
 12064        1:? 2:atempora       0.521 
 12065        1:? 2:atempora       0.999 
 12066        1:? 2:atempora       0.907 
 12067        1:? 1:temporal       0.511 
 12068        1:? 1:temporal       0.619 
 12069        1:? 2:atempora       0.758 
 12070        1:? 2:atempora       0.955 
 12071        1:? 2:atempora       1 
 12072        1:? 2:atempora       0.996 
 12073        1:? 1:temporal       0.511 
 12074        1:? 1:temporal       0.84 
 12075        1:? 2:atempora       0.972 
 12076        1:? 2:atempora       0.932 
 12077        1:? 1:temporal       0.897 
 12078        1:? 2:atempora       1 
 12079        1:? 2:atempora       1 
 12080        1:? 2:atempora       0.938 
 12081        1:? 2:atempora       0.998 
 12082        1:? 2:atempora       0.969 
 12083        1:? 2:atempora       0.88 
 12084        1:? 2:atempora       0.867 
 12085        1:? 2:atempora       1 
 12086        1:? 2:atempora       0.972 
 12087        1:? 2:atempora       0.758 
 12088        1:? 2:atempora       0.907 
 12089        1:? 1:temporal       0.63 
 12090        1:? 2:atempora       0.867 
 12091        1:? 2:atempora       1 
 12092        1:? 1:temporal       0.796 
 12093        1:? 2:atempora       0.99 
 12094        1:? 2:atempora       0.875 
 12095        1:? 1:temporal       0.961 
 12096        1:? 2:atempora       1 
 12097        1:? 1:temporal       0.582 
 12098        1:? 2:atempora       1 
 12099        1:? 2:atempora       0.998 
 12100        1:? 2:atempora       0.867 
 12101        1:? 2:atempora       0.649 
 12102        1:? 1:temporal       0.995 
 12103        1:? 1:temporal       0.63 
 12104        1:? 1:temporal       0.926 
 12105        1:? 2:atempora       0.972 
 12106        1:? 2:atempora       1 
 12107        1:? 2:atempora       0.966 
 12108        1:? 1:temporal       0.991 
 12109        1:? 1:temporal       0.63 
 12110        1:? 2:atempora       0.656 
 12111        1:? 2:atempora       0.984 
 12112        1:? 2:atempora       1 
 12113        1:? 2:atempora       1 
 12114        1:? 2:atempora       0.936 
 12115        1:? 2:atempora       0.98 
 12116        1:? 2:atempora       0.797 
 12117        1:? 2:atempora       0.865 
 12118        1:? 2:atempora       0.998 
 12119        1:? 1:temporal       0.857 
 12120        1:? 2:atempora       0.998 
 12121        1:? 2:atempora       1 
 12122        1:? 2:atempora       1 
 12123        1:? 2:atempora       0.979 
 12124        1:? 1:temporal       0.95 
 12125        1:? 2:atempora       0.999 
 12126        1:? 2:atempora       0.678 
 12127        1:? 2:atempora       0.867 
 12128        1:? 1:temporal       0.894 
 12129        1:? 2:atempora       0.955 
 12130        1:? 2:atempora       1 
 12131        1:? 2:atempora       0.972 
 12132        1:? 2:atempora       0.811 
 12133        1:? 2:atempora       0.947 
 12134        1:? 1:temporal       0.827 
 12135        1:? 2:atempora       0.979 
 12136        1:? 2:atempora       1 
 12137        1:? 2:atempora       0.979 
 12138        1:? 2:atempora       0.994 
 12139        1:? 1:temporal       0.73 
 12140        1:? 2:atempora       0.999 
 12141        1:? 2:atempora       0.901 
 12142        1:? 1:temporal       0.989 
 12143        1:? 2:atempora       0.869 
 12144        1:? 1:temporal       0.517 
 12145        1:? 2:atempora       1 
 12146        1:? 2:atempora       0.776 
 12147        1:? 2:atempora       1 
 12148        1:? 2:atempora       0.796 
 12149        1:? 2:atempora       0.994 
 12150        1:? 2:atempora       0.972 
 12151        1:? 2:atempora       0.994 
 12152        1:? 2:atempora       0.959 
 12153        1:? 2:atempora       0.994 
 12154        1:? 2:atempora       0.907 
 12155        1:? 2:atempora       0.972 
 12156        1:? 2:atempora       1 
 12157        1:? 1:temporal       0.854 
 12158        1:? 2:atempora       1 
 12159        1:? 2:atempora       1 
 12160        1:? 2:atempora       0.994 
 12161        1:? 2:atempora       0.987 
 12162        1:? 1:temporal       0.535 
 12163        1:? 1:temporal       0.739 
 12164        1:? 1:temporal       0.867 
 12165        1:? 2:atempora       0.992 
 12166        1:? 2:atempora       1 
 12167        1:? 2:atempora       0.949 
 12168        1:? 1:temporal       0.63 
 12169        1:? 2:atempora       0.994 
 12170        1:? 1:temporal       0.921 
 12171        1:? 1:temporal       0.63 
 12172        1:? 2:atempora       0.678 
 12173        1:? 2:atempora       0.97 
 12174        1:? 1:temporal       0.664 
 12175        1:? 2:atempora       0.999 
 12176        1:? 2:atempora       0.867 
 12177        1:? 1:temporal       0.899 
 12178        1:? 2:atempora       1 
 12179        1:? 2:atempora       0.79 
 12180        1:? 1:temporal       0.84 
 12181        1:? 1:temporal       0.84 
 12182        1:? 2:atempora       0.867 
 12183        1:? 1:temporal       0.753 
 12184        1:? 1:temporal       0.83 
 12185        1:? 2:atempora       1 
 12186        1:? 2:atempora       0.998 
 12187        1:? 2:atempora       0.906 
 12188        1:? 2:atempora       0.979 
 12189        1:? 1:temporal       0.641 
 12190        1:? 2:atempora       1 
 12191        1:? 2:atempora       0.658 
 12192        1:? 2:atempora       0.884 
 12193        1:? 2:atempora       0.969 
 12194        1:? 2:atempora       0.999 
 12195        1:? 2:atempora       0.93 
 12196        1:? 1:temporal       0.898 
 12197        1:? 2:atempora       0.998 
 12198        1:? 2:atempora       0.907 
 12199        1:? 2:atempora       0.582 
 12200        1:? 2:atempora       0.996 
 12201        1:? 1:temporal       0.898 
 12202        1:? 2:atempora       0.607 
 12203        1:? 2:atempora       0.972 
 12204        1:? 2:atempora       0.986 
 12205        1:? 2:atempora       1 
 12206        1:? 2:atempora       0.979 
 12207        1:? 1:temporal       0.729 
 12208        1:? 2:atempora       0.996 
 12209        1:? 1:temporal       0.63 
 12210        1:? 1:temporal       0.938 
 12211        1:? 2:atempora       0.651 
 12212        1:? 2:atempora       0.825 
 12213        1:? 2:atempora       0.995 
 12214        1:? 2:atempora       0.994 
 12215        1:? 2:atempora       0.842 
 12216        1:? 2:atempora       0.686 
 12217        1:? 2:atempora       0.989 
 12218        1:? 2:atempora       0.999 
 12219        1:? 2:atempora       0.799 
 12220        1:? 2:atempora       1 
 12221        1:? 1:temporal       0.79 
 12222        1:? 1:temporal       0.581 
 12223        1:? 2:atempora       1 
 12224        1:? 2:atempora       0.956 
 12225        1:? 2:atempora       0.994 
 12226        1:? 2:atempora       0.928 
 12227        1:? 1:temporal       0.898 
 12228        1:? 2:atempora       0.584 
 12229        1:? 1:temporal       1 
 12230        1:? 2:atempora       0.994 
 12231        1:? 2:atempora       0.867 
 12232        1:? 2:atempora       0.989 
 12233        1:? 2:atempora       0.997 
 12234        1:? 2:atempora       0.936 
 12235        1:? 1:temporal       0.922 
 12236        1:? 2:atempora       1 
 12237        1:? 1:temporal       0.63 
 12238        1:? 2:atempora       0.995 
 12239        1:? 1:temporal       0.753 
 12240        1:? 2:atempora       1 
 12241        1:? 2:atempora       0.678 
 12242        1:? 2:atempora       1 
 12243        1:? 2:atempora       0.988 
 12244        1:? 2:atempora       0.995 
 12245        1:? 2:atempora       1 
 12246        1:? 2:atempora       0.998 
 12247        1:? 2:atempora       0.796 
 12248        1:? 1:temporal       0.63 
 12249        1:? 2:atempora       1 
 12250        1:? 2:atempora       1 
 12251        1:? 2:atempora       0.81 
 12252        1:? 2:atempora       0.894 
 12253        1:? 1:temporal       0.96 
 12254        1:? 1:temporal       0.968 
 12255        1:? 2:atempora       0.533 
 12256        1:? 2:atempora       0.867 
 12257        1:? 1:temporal       0.625 
 12258        1:? 2:atempora       0.862 
 12259        1:? 1:temporal       0.743 
 12260        1:? 2:atempora       0.996 
 12261        1:? 2:atempora       0.824 
 12262        1:? 2:atempora       0.994 
 12263        1:? 2:atempora       0.994 
 12264        1:? 2:atempora       1 
 12265        1:? 2:atempora       0.907 
 12266        1:? 2:atempora       0.994 
 12267        1:? 2:atempora       0.759 
 12268        1:? 2:atempora       1 
 12269        1:? 2:atempora       0.906 
 12270        1:? 1:temporal       0.854 
 12271        1:? 2:atempora       0.882 
 12272        1:? 2:atempora       0.718 
 12273        1:? 1:temporal       0.729 
 12274        1:? 2:atempora       0.999 
 12275        1:? 2:atempora       0.678 
 12276        1:? 1:temporal       0.793 
 12277        1:? 1:temporal       0.63 
 12278        1:? 1:temporal       0.961 
 12279        1:? 2:atempora       0.999 
 12280        1:? 1:temporal       0.673 
 12281        1:? 2:atempora       0.68 
 12282        1:? 1:temporal       0.726 
 12283        1:? 1:temporal       0.998 
 12284        1:? 2:atempora       0.998 
 12285        1:? 2:atempora       0.514 
 12286        1:? 2:atempora       0.729 
 12287        1:? 2:atempora       1 
 12288        1:? 1:temporal       0.739 
 12289        1:? 2:atempora       0.997 
 12290        1:? 2:atempora       0.997 
 12291        1:? 2:atempora       0.994 
 12292        1:? 2:atempora       1 
 12293        1:? 1:temporal       0.857 
 12294        1:? 2:atempora       0.886 
 12295        1:? 2:atempora       0.996 
 12296        1:? 2:atempora       0.986 
 12297        1:? 2:atempora       1 
 12298        1:? 2:atempora       1 
 12299        1:? 2:atempora       1 
 12300        1:? 2:atempora       1 
 12301        1:? 2:atempora       1 
 12302        1:? 2:atempora       0.742 
 12303        1:? 2:atempora       1 
 12304        1:? 1:temporal       0.84 
 12305        1:? 1:temporal       1 
 12306        1:? 2:atempora       0.671 
 12307        1:? 2:atempora       0.994 
 12308        1:? 1:temporal       0.641 
 12309        1:? 2:atempora       0.972 
 12310        1:? 2:atempora       0.983 
 12311        1:? 2:atempora       0.988 
 12312        1:? 2:atempora       0.853 
 12313        1:? 1:temporal       0.644 
 12314        1:? 2:atempora       0.907 
 12315        1:? 2:atempora       0.932 
 12316        1:? 2:atempora       0.969 
 12317        1:? 2:atempora       0.989 
 12318        1:? 2:atempora       0.981 
 12319        1:? 2:atempora       0.816 
 12320        1:? 1:temporal       0.63 
 12321        1:? 1:temporal       1 
 12322        1:? 2:atempora       0.997 
 12323        1:? 1:temporal       0.84 
 12324        1:? 2:atempora       0.972 
 12325        1:? 1:temporal       0.855 
 12326        1:? 2:atempora       0.972 
 12327        1:? 2:atempora       0.999 
 12328        1:? 2:atempora       0.969 
 12329        1:? 1:temporal       0.786 
 12330        1:? 2:atempora       1 
 12331        1:? 2:atempora       0.994 
 12332        1:? 1:temporal       0.877 
 12333        1:? 2:atempora       1 
 12334        1:? 2:atempora       1 
 12335        1:? 2:atempora       1 
 12336        1:? 2:atempora       0.856 
 12337        1:? 2:atempora       1 
 12338        1:? 2:atempora       0.907 
 12339        1:? 2:atempora       0.658 
 12340        1:? 1:temporal       1 
 12341        1:? 1:temporal       0.712 
 12342        1:? 1:temporal       0.969 
 12343        1:? 1:temporal       0.63 
 12344        1:? 2:atempora       0.848 
 12345        1:? 2:atempora       0.989 
 12346        1:? 2:atempora       0.972 
 12347        1:? 1:temporal       0.907 
 12348        1:? 1:temporal       0.812 
 12349        1:? 2:atempora       1 
 12350        1:? 2:atempora       0.886 
 12351        1:? 1:temporal       1 
 12352        1:? 2:atempora       0.665 
 12353        1:? 2:atempora       0.658 
 12354        1:? 2:atempora       1 
 12355        1:? 2:atempora       0.98 
 12356        1:? 2:atempora       0.917 
 12357        1:? 2:atempora       0.907 
 12358        1:? 2:atempora       1 
 12359        1:? 2:atempora       0.907 
 12360        1:? 1:temporal       0.722 
 12361        1:? 1:temporal       0.898 
 12362        1:? 1:temporal       0.911 
 12363        1:? 1:temporal       0.722 
 12364        1:? 2:atempora       1 
 12365        1:? 1:temporal       0.784 
 12366        1:? 1:temporal       0.54 
 12367        1:? 2:atempora       0.994 
 12368        1:? 1:temporal       0.63 
 12369        1:? 2:atempora       0.628 
 12370        1:? 1:temporal       0.898 
 12371        1:? 2:atempora       0.994 
 12372        1:? 2:atempora       1 
 12373        1:? 2:atempora       1 
 12374        1:? 2:atempora       0.758 
 12375        1:? 2:atempora       1 
 12376        1:? 1:temporal       0.532 
 12377        1:? 1:temporal       0.84 
 12378        1:? 2:atempora       1 
 12379        1:? 2:atempora       0.54 
 12380        1:? 2:atempora       0.972 
 12381        1:? 2:atempora       0.874 
 12382        1:? 2:atempora       1 
 12383        1:? 2:atempora       1 
 12384        1:? 1:temporal       0.63 
 12385        1:? 2:atempora       0.678 
 12386        1:? 2:atempora       1 
 12387        1:? 2:atempora       0.678 
 12388        1:? 2:atempora       0.987 
 12389        1:? 1:temporal       0.63 
 12390        1:? 2:atempora       0.991 
 12391        1:? 2:atempora       0.776 
 12392        1:? 2:atempora       0.93 
 12393        1:? 2:atempora       0.998 
 12394        1:? 1:temporal       0.992 
 12395        1:? 1:temporal       0.84 
 12396        1:? 2:atempora       0.994 
 12397        1:? 1:temporal       0.73 
 12398        1:? 1:temporal       0.969 
 12399        1:? 2:atempora       0.944 
 12400        1:? 2:atempora       0.907 
 12401        1:? 2:atempora       0.991 
 12402        1:? 1:temporal       0.557 
 12403        1:? 2:atempora       0.996 
 12404        1:? 2:atempora       0.998 
 12405        1:? 2:atempora       0.769 
 12406        1:? 2:atempora       0.776 
 12407        1:? 2:atempora       0.871 
 12408        1:? 2:atempora       0.993 
 12409        1:? 1:temporal       0.708 
 12410        1:? 1:temporal       0.898 
 12411        1:? 2:atempora       1 
 12412        1:? 2:atempora       0.996 
 12413        1:? 2:atempora       0.913 
 12414        1:? 2:atempora       1 
 12415        1:? 2:atempora       1 
 12416        1:? 2:atempora       1 
 12417        1:? 2:atempora       0.966 
 12418        1:? 2:atempora       0.685 
 12419        1:? 2:atempora       0.994 
 12420        1:? 2:atempora       1 
 12421        1:? 2:atempora       0.856 
 12422        1:? 2:atempora       0.701 
 12423        1:? 2:atempora       1 
 12424        1:? 1:temporal       0.63 
 12425        1:? 2:atempora       0.966 
 12426        1:? 2:atempora       1 
 12427        1:? 2:atempora       1 
 12428        1:? 2:atempora       0.657 
 12429        1:? 2:atempora       0.972 
 12430        1:? 2:atempora       0.517 
 12431        1:? 1:temporal       0.943 
 12432        1:? 2:atempora       0.867 
 12433        1:? 1:temporal       0.63 
 12434        1:? 1:temporal       0.762 
 12435        1:? 2:atempora       0.867 
 12436        1:? 2:atempora       1 
 12437        1:? 2:atempora       0.998 
 12438        1:? 1:temporal       0.898 
 12439        1:? 2:atempora       0.867 
 12440        1:? 2:atempora       0.793 
 12441        1:? 2:atempora       0.996 
 12442        1:? 2:atempora       0.991 
 12443        1:? 2:atempora       0.678 
 12444        1:? 1:temporal       0.808 
 12445        1:? 2:atempora       0.955 
 12446        1:? 2:atempora       0.997 
 12447        1:? 2:atempora       0.998 
 12448        1:? 2:atempora       0.998 
 12449        1:? 2:atempora       0.869 
 12450        1:? 2:atempora       0.867 
 12451        1:? 2:atempora       0.867 
 12452        1:? 1:temporal       0.91 
 12453        1:? 1:temporal       0.971 
 12454        1:? 2:atempora       0.979 
 12455        1:? 2:atempora       1 
 12456        1:? 2:atempora       0.975 
 12457        1:? 1:temporal       0.956 
 12458        1:? 1:temporal       0.63 
 12459        1:? 2:atempora       0.867 
 12460        1:? 2:atempora       0.759 
 12461        1:? 1:temporal       0.983 
 12462        1:? 2:atempora       1 
 12463        1:? 1:temporal       0.898 
 12464        1:? 2:atempora       1 
 12465        1:? 2:atempora       0.517 
 12466        1:? 2:atempora       0.988 
 12467        1:? 2:atempora       0.954 
 12468        1:? 2:atempora       1 
 12469        1:? 2:atempora       0.678 
 12470        1:? 1:temporal       0.786 
 12471        1:? 2:atempora       0.99 
 12472        1:? 2:atempora       0.958 
 12473        1:? 1:temporal       0.737 
 12474        1:? 2:atempora       0.678 
 12475        1:? 2:atempora       0.997 
 12476        1:? 2:atempora       0.981 
 12477        1:? 2:atempora       0.969 
 12478        1:? 2:atempora       1 
 12479        1:? 2:atempora       0.952 
 12480        1:? 2:atempora       0.994 
 12481        1:? 2:atempora       0.998 
 12482        1:? 2:atempora       0.855 
 12483        1:? 2:atempora       0.97 
 12484        1:? 2:atempora       1 
 12485        1:? 2:atempora       0.911 
 12486        1:? 2:atempora       1 
 12487        1:? 2:atempora       0.999 
 12488        1:? 2:atempora       1 
 12489        1:? 2:atempora       1 
 12490        1:? 2:atempora       0.678 
 12491        1:? 2:atempora       0.99 
 12492        1:? 1:temporal       0.854 
 12493        1:? 2:atempora       1 
 12494        1:? 2:atempora       0.61 
 12495        1:? 2:atempora       0.999 
 12496        1:? 1:temporal       0.54 
 12497        1:? 2:atempora       0.945 
 12498        1:? 2:atempora       0.758 
 12499        1:? 2:atempora       0.979 
 12500        1:? 1:temporal       0.958 
 12501        1:? 2:atempora       0.974 
 12502        1:? 1:temporal       0.642 
 12503        1:? 2:atempora       1 
 12504        1:? 2:atempora       0.986 
 12505        1:? 2:atempora       0.718 
 12506        1:? 2:atempora       1 
 12507        1:? 2:atempora       0.994 
 12508        1:? 2:atempora       0.995 
 12509        1:? 1:temporal       0.84 
 12510        1:? 2:atempora       0.678 
 12511        1:? 2:atempora       0.678 
 12512        1:? 1:temporal       0.63 
 12513        1:? 2:atempora       0.517 
 12514        1:? 2:atempora       0.982 
 12515        1:? 1:temporal       1 
 12516        1:? 1:temporal       0.969 
 12517        1:? 2:atempora       0.981 
 12518        1:? 2:atempora       0.998 
 12519        1:? 2:atempora       1 
 12520        1:? 2:atempora       0.839 
 12521        1:? 2:atempora       0.759 
 12522        1:? 2:atempora       0.835 
 12523        1:? 2:atempora       0.839 
 12524        1:? 2:atempora       0.53 
 12525        1:? 2:atempora       1 
 12526        1:? 1:temporal       0.527 
 12527        1:? 2:atempora       0.758 
 12528        1:? 1:temporal       0.92 
 12529        1:? 2:atempora       1 
 12530        1:? 2:atempora       1 
 12531        1:? 1:temporal       0.547 
 12532        1:? 2:atempora       1 
 12533        1:? 2:atempora       0.718 
 12534        1:? 2:atempora       0.989 
 12535        1:? 2:atempora       0.999 
 12536        1:? 2:atempora       1 
 12537        1:? 1:temporal       0.898 
 12538        1:? 2:atempora       0.993 
 12539        1:? 2:atempora       0.933 
 12540        1:? 2:atempora       0.952 
 12541        1:? 1:temporal       0.63 
 12542        1:? 2:atempora       0.853 
 12543        1:? 1:temporal       0.739 
 12544        1:? 2:atempora       1 
 12545        1:? 2:atempora       0.949 
 12546        1:? 2:atempora       0.994 
 12547        1:? 2:atempora       1 
 12548        1:? 2:atempora       0.969 
 12549        1:? 2:atempora       1 
 12550        1:? 2:atempora       0.996 
 12551        1:? 1:temporal       0.971 
 12552        1:? 1:temporal       0.63 
 12553        1:? 1:temporal       0.749 
 12554        1:? 2:atempora       0.922 
 12555        1:? 1:temporal       0.609 
 12556        1:? 1:temporal       0.557 
 12557        1:? 2:atempora       0.954 
 12558        1:? 2:atempora       0.985 
 12559        1:? 1:temporal       0.936 
 12560        1:? 2:atempora       0.758 
 12561        1:? 2:atempora       0.867 
 12562        1:? 1:temporal       0.63 
 12563        1:? 1:temporal       0.978 
 12564        1:? 1:temporal       0.652 
 12565        1:? 2:atempora       0.985 
 12566        1:? 1:temporal       0.898 
 12567        1:? 2:atempora       1 
 12568        1:? 2:atempora       0.718 
 12569        1:? 2:atempora       0.792 
 12570        1:? 1:temporal       0.63 
 12571        1:? 2:atempora       1 
 12572        1:? 2:atempora       0.742 
 12573        1:? 2:atempora       0.796 
 12574        1:? 2:atempora       0.999 
 12575        1:? 2:atempora       0.893 
 12576        1:? 1:temporal       0.634 
 12577        1:? 2:atempora       0.879 
 12578        1:? 1:temporal       0.532 
 12579        1:? 2:atempora       1 
 12580        1:? 2:atempora       1 
 12581        1:? 2:atempora       0.98 
 12582        1:? 2:atempora       0.882 
 12583        1:? 2:atempora       1 
 12584        1:? 2:atempora       1 
 12585        1:? 2:atempora       0.844 
 12586        1:? 2:atempora       0.914 
 12587        1:? 2:atempora       0.994 
 12588        1:? 1:temporal       0.547 
 12589        1:? 2:atempora       1 
 12590        1:? 1:temporal       0.84 
 12591        1:? 2:atempora       0.991 
 12592        1:? 1:temporal       0.857 
 12593        1:? 1:temporal       0.712 
 12594        1:? 2:atempora       1 
 12595        1:? 2:atempora       0.994 
 12596        1:? 2:atempora       0.997 
 12597        1:? 1:temporal       0.63 
 12598        1:? 2:atempora       0.996 
 12599        1:? 2:atempora       0.999 
 12600        1:? 2:atempora       1 
 12601        1:? 2:atempora       0.974 
 12602        1:? 2:atempora       1 
 12603        1:? 1:temporal       0.84 
 12604        1:? 2:atempora       0.629 
 12605        1:? 1:temporal       0.854 
 12606        1:? 1:temporal       0.63 
 12607        1:? 2:atempora       1 
 12608        1:? 2:atempora       0.745 
 12609        1:? 2:atempora       0.975 
 12610        1:? 2:atempora       1 
