

=== Predictions on test data ===

 inst#     actual  predicted error prediction
 13383        1:? 1:temporal       0.522 
 13384        1:? 1:temporal       0.643 
 13385        1:? 2:atempora       0.521 
 13386        1:? 1:temporal       0.655 
 13387        1:? 1:temporal       0.802 
 13388        1:? 1:temporal       0.534 
 13389        1:? 2:atempora       0.653 
 13390        1:? 2:atempora       0.597 
 13391        1:? 1:temporal       0.521 
 13392        1:? 2:atempora       0.629 
 13393        1:? 1:temporal       0.571 
 13394        1:? 1:temporal       0.672 
 13395        1:? 1:temporal       0.76 
 13396        1:? 1:temporal       0.675 
 13397        1:? 2:atempora       0.578 
 13398        1:? 1:temporal       0.548 
 13399        1:? 2:atempora       0.558 
 13400        1:? 1:temporal       0.514 
 13401        1:? 2:atempora       0.538 
 13402        1:? 2:atempora       0.566 
 13403        1:? 1:temporal       0.544 
 13404        1:? 2:atempora       0.658 
 13405        1:? 2:atempora       0.538 
 13406        1:? 2:atempora       0.575 
 13407        1:? 2:atempora       0.526 
 13408        1:? 1:temporal       0.645 
 13409        1:? 2:atempora       0.627 
 13410        1:? 2:atempora       0.558 
 13411        1:? 2:atempora       0.645 
 13412        1:? 1:temporal       0.547 
 13413        1:? 1:temporal       0.549 
 13414        1:? 2:atempora       0.739 
 13415        1:? 1:temporal       0.785 
 13416        1:? 2:atempora       0.661 
 13417        1:? 1:temporal       0.585 
 13418        1:? 1:temporal       0.53 
 13419        1:? 2:atempora       0.741 
 13420        1:? 1:temporal       0.672 
 13421        1:? 2:atempora       0.543 
 13422        1:? 2:atempora       0.594 
 13423        1:? 1:temporal       0.516 
 13424        1:? 2:atempora       0.702 
 13425        1:? 1:temporal       0.547 
 13426        1:? 2:atempora       0.56 
 13427        1:? 2:atempora       0.563 
 13428        1:? 1:temporal       0.71 
 13429        1:? 2:atempora       0.564 
 13430        1:? 2:atempora       0.531 
 13431        1:? 2:atempora       0.622 
 13432        1:? 2:atempora       0.679 
 13433        1:? 2:atempora       0.539 
 13434        1:? 2:atempora       0.513 
 13435        1:? 1:temporal       0.646 
 13436        1:? 1:temporal       0.57 
 13437        1:? 1:temporal       0.778 
 13438        1:? 1:temporal       0.594 
 13439        1:? 1:temporal       0.699 
 13440        1:? 2:atempora       0.626 
 13441        1:? 2:atempora       0.725 
 13442        1:? 1:temporal       0.586 
 13443        1:? 1:temporal       0.547 
 13444        1:? 1:temporal       0.793 
 13445        1:? 2:atempora       0.724 
 13446        1:? 1:temporal       0.866 
 13447        1:? 1:temporal       0.554 
 13448        1:? 2:atempora       0.69 
 13449        1:? 2:atempora       0.759 
 13450        1:? 2:atempora       0.664 
 13451        1:? 1:temporal       0.728 
 13452        1:? 2:atempora       0.608 
 13453        1:? 1:temporal       0.679 
 13454        1:? 1:temporal       0.5 
 13455        1:? 2:atempora       0.545 
 13456        1:? 2:atempora       0.584 
 13457        1:? 2:atempora       0.698 
 13458        1:? 2:atempora       0.538 
 13459        1:? 1:temporal       0.66 
 13460        1:? 2:atempora       0.569 
 13461        1:? 1:temporal       0.529 
 13462        1:? 2:atempora       0.706 
 13463        1:? 2:atempora       0.559 
 13464        1:? 2:atempora       0.767 
 13465        1:? 2:atempora       0.594 
 13466        1:? 1:temporal       0.997 
 13467        1:? 1:temporal       0.727 
 13468        1:? 1:temporal       0.547 
 13469        1:? 1:temporal       0.547 
 13470        1:? 2:atempora       0.741 
 13471        1:? 2:atempora       0.53 
 13472        1:? 1:temporal       0.518 
 13473        1:? 2:atempora       0.854 
 13474        1:? 1:temporal       0.764 
 13475        1:? 1:temporal       0.514 
 13476        1:? 1:temporal       0.618 
 13477        1:? 1:temporal       0.547 
 13478        1:? 1:temporal       0.567 
 13479        1:? 1:temporal       0.623 
 13480        1:? 1:temporal       0.65 
 13481        1:? 2:atempora       0.756 
 13482        1:? 1:temporal       0.62 
 13483        1:? 2:atempora       0.538 
 13484        1:? 2:atempora       0.736 
 13485        1:? 1:temporal       0.5 
 13486        1:? 1:temporal       0.646 
 13487        1:? 2:atempora       0.596 
 13488        1:? 1:temporal       0.643 
 13489        1:? 2:atempora       0.57 
 13490        1:? 1:temporal       0.547 
 13491        1:? 1:temporal       0.597 
 13492        1:? 1:temporal       0.614 
 13493        1:? 1:temporal       0.518 
 13494        1:? 2:atempora       0.526 
 13495        1:? 2:atempora       0.545 
 13496        1:? 2:atempora       0.834 
 13497        1:? 1:temporal       0.673 
 13498        1:? 2:atempora       0.539 
 13499        1:? 2:atempora       0.604 
 13500        1:? 1:temporal       0.542 
 13501        1:? 1:temporal       0.638 
 13502        1:? 2:atempora       0.738 
 13503        1:? 2:atempora       0.604 
 13504        1:? 2:atempora       0.972 
 13505        1:? 1:temporal       0.526 
 13506        1:? 1:temporal       0.526 
 13507        1:? 1:temporal       0.669 
 13508        1:? 1:temporal       0.526 
 13509        1:? 1:temporal       0.565 
 13510        1:? 1:temporal       0.544 
 13511        1:? 1:temporal       0.643 
 13512        1:? 2:atempora       0.864 
 13513        1:? 2:atempora       0.75 
 13514        1:? 2:atempora       0.542 
 13515        1:? 1:temporal       0.723 
 13516        1:? 1:temporal       0.5 
 13517        1:? 1:temporal       0.583 
 13518        1:? 1:temporal       0.547 
 13519        1:? 2:atempora       0.766 
 13520        1:? 2:atempora       0.668 
 13521        1:? 1:temporal       0.762 
 13522        1:? 1:temporal       0.65 
 13523        1:? 2:atempora       0.641 
 13524        1:? 2:atempora       0.856 
 13525        1:? 1:temporal       0.813 
 13526        1:? 2:atempora       0.811 
 13527        1:? 2:atempora       0.834 
 13528        1:? 2:atempora       0.549 
 13529        1:? 1:temporal       0.632 
 13530        1:? 2:atempora       0.515 
 13531        1:? 2:atempora       0.715 
 13532        1:? 2:atempora       0.528 
 13533        1:? 2:atempora       0.541 
 13534        1:? 1:temporal       0.61 
 13535        1:? 2:atempora       0.882 
 13536        1:? 2:atempora       0.558 
 13537        1:? 2:atempora       0.693 
 13538        1:? 1:temporal       0.712 
 13539        1:? 1:temporal       0.665 
 13540        1:? 2:atempora       0.633 
 13541        1:? 1:temporal       0.513 
 13542        1:? 2:atempora       0.58 
 13543        1:? 1:temporal       0.818 
 13544        1:? 2:atempora       0.629 
 13545        1:? 1:temporal       0.723 
 13546        1:? 1:temporal       0.583 
 13547        1:? 2:atempora       0.506 
 13548        1:? 2:atempora       0.665 
 13549        1:? 1:temporal       0.628 
 13550        1:? 1:temporal       0.55 
 13551        1:? 1:temporal       0.596 
 13552        1:? 1:temporal       0.596 
 13553        1:? 2:atempora       0.758 
 13554        1:? 2:atempora       0.542 
 13555        1:? 2:atempora       0.596 
 13556        1:? 1:temporal       0.632 
 13557        1:? 1:temporal       0.539 
 13558        1:? 2:atempora       0.591 
 13559        1:? 2:atempora       0.824 
 13560        1:? 1:temporal       0.721 
 13561        1:? 2:atempora       0.528 
 13562        1:? 1:temporal       0.683 
 13563        1:? 1:temporal       0.73 
 13564        1:? 2:atempora       0.553 
 13565        1:? 1:temporal       0.586 
 13566        1:? 2:atempora       0.558 
 13567        1:? 2:atempora       0.606 
 13568        1:? 2:atempora       0.765 
 13569        1:? 1:temporal       0.548 
 13570        1:? 2:atempora       0.818 
 13571        1:? 2:atempora       0.517 
 13572        1:? 1:temporal       0.583 
 13573        1:? 1:temporal       0.729 
 13574        1:? 2:atempora       0.737 
 13575        1:? 1:temporal       0.639 
 13576        1:? 1:temporal       0.547 
 13577        1:? 2:atempora       0.688 
 13578        1:? 1:temporal       0.5 
 13579        1:? 2:atempora       0.618 
 13580        1:? 1:temporal       0.766 
 13581        1:? 1:temporal       0.695 
 13582        1:? 2:atempora       0.514 
 13583        1:? 2:atempora       0.575 
 13584        1:? 2:atempora       0.84 
 13585        1:? 2:atempora       0.543 
 13586        1:? 1:temporal       0.612 
 13587        1:? 2:atempora       0.681 
 13588        1:? 2:atempora       0.771 
 13589        1:? 1:temporal       0.642 
 13590        1:? 2:atempora       0.594 
 13591        1:? 2:atempora       0.853 
 13592        1:? 1:temporal       0.54 
 13593        1:? 1:temporal       0.706 
 13594        1:? 2:atempora       0.607 
 13595        1:? 2:atempora       0.655 
 13596        1:? 2:atempora       0.521 
 13597        1:? 1:temporal       0.529 
 13598        1:? 2:atempora       0.526 
 13599        1:? 1:temporal       0.746 
 13600        1:? 1:temporal       0.643 
 13601        1:? 1:temporal       0.761 
 13602        1:? 1:temporal       0.644 
 13603        1:? 2:atempora       0.558 
 13604        1:? 1:temporal       0.547 
 13605        1:? 1:temporal       0.542 
 13606        1:? 1:temporal       0.543 
 13607        1:? 1:temporal       0.615 
 13608        1:? 2:atempora       0.574 
 13609        1:? 1:temporal       0.638 
 13610        1:? 1:temporal       0.643 
 13611        1:? 1:temporal       0.552 
 13612        1:? 2:atempora       0.544 
 13613        1:? 2:atempora       0.723 
 13614        1:? 1:temporal       0.583 
 13615        1:? 1:temporal       0.523 
 13616        1:? 1:temporal       0.583 
 13617        1:? 1:temporal       0.774 
 13618        1:? 2:atempora       0.533 
 13619        1:? 2:atempora       0.837 
 13620        1:? 1:temporal       0.54 
 13621        1:? 1:temporal       0.574 
 13622        1:? 1:temporal       0.565 
 13623        1:? 1:temporal       0.52 
 13624        1:? 1:temporal       0.5 
 13625        1:? 1:temporal       0.69 
 13626        1:? 1:temporal       0.521 
 13627        1:? 2:atempora       0.611 
 13628        1:? 2:atempora       0.772 
 13629        1:? 1:temporal       0.583 
 13630        1:? 2:atempora       0.642 
 13631        1:? 2:atempora       0.795 
 13632        1:? 2:atempora       0.608 
 13633        1:? 1:temporal       0.547 
 13634        1:? 2:atempora       0.729 
 13635        1:? 1:temporal       0.701 
 13636        1:? 1:temporal       0.5 
 13637        1:? 1:temporal       0.643 
 13638        1:? 1:temporal       0.543 
 13639        1:? 1:temporal       0.645 
 13640        1:? 1:temporal       0.764 
 13641        1:? 1:temporal       0.666 
 13642        1:? 2:atempora       0.738 
 13643        1:? 2:atempora       0.538 
 13644        1:? 1:temporal       0.646 
 13645        1:? 1:temporal       0.696 
 13646        1:? 1:temporal       0.58 
 13647        1:? 1:temporal       0.624 
 13648        1:? 2:atempora       0.538 
 13649        1:? 1:temporal       0.568 
 13650        1:? 1:temporal       0.62 
 13651        1:? 1:temporal       0.723 
 13652        1:? 2:atempora       0.601 
 13653        1:? 2:atempora       0.925 
 13654        1:? 1:temporal       0.646 
 13655        1:? 2:atempora       0.538 
 13656        1:? 1:temporal       0.638 
 13657        1:? 2:atempora       0.697 
 13658        1:? 2:atempora       0.514 
 13659        1:? 1:temporal       0.542 
 13660        1:? 2:atempora       0.822 
 13661        1:? 2:atempora       0.654 
 13662        1:? 2:atempora       0.566 
 13663        1:? 1:temporal       0.654 
 13664        1:? 2:atempora       0.558 
 13665        1:? 1:temporal       0.589 
 13666        1:? 2:atempora       0.523 
 13667        1:? 2:atempora       0.563 
 13668        1:? 1:temporal       0.544 
 13669        1:? 2:atempora       0.669 
 13670        1:? 1:temporal       0.544 
 13671        1:? 1:temporal       0.576 
 13672        1:? 2:atempora       0.752 
 13673        1:? 1:temporal       0.529 
 13674        1:? 2:atempora       0.538 
 13675        1:? 2:atempora       0.538 
 13676        1:? 2:atempora       0.632 
 13677        1:? 1:temporal       0.71 
 13678        1:? 1:temporal       0.528 
 13679        1:? 1:temporal       0.679 
 13680        1:? 1:temporal       0.647 
 13681        1:? 2:atempora       0.541 
 13682        1:? 1:temporal       0.542 
 13683        1:? 1:temporal       0.543 
 13684        1:? 1:temporal       0.543 
 13685        1:? 1:temporal       0.583 
 13686        1:? 1:temporal       0.761 
 13687        1:? 1:temporal       0.642 
 13688        1:? 1:temporal       0.549 
 13689        1:? 1:temporal       0.644 
 13690        1:? 2:atempora       0.558 
 13691        1:? 1:temporal       0.529 
 13692        1:? 1:temporal       0.723 
 13693        1:? 1:temporal       0.539 
 13694        1:? 2:atempora       0.594 
 13695        1:? 1:temporal       0.591 
 13696        1:? 2:atempora       0.647 
 13697        1:? 1:temporal       0.557 
 13698        1:? 1:temporal       0.5 
 13699        1:? 1:temporal       0.556 
 13700        1:? 1:temporal       0.55 
 13701        1:? 2:atempora       0.705 
 13702        1:? 1:temporal       0.547 
 13703        1:? 2:atempora       0.734 
 13704        1:? 2:atempora       0.93 
 13705        1:? 1:temporal       0.767 
 13706        1:? 2:atempora       0.508 
 13707        1:? 2:atempora       0.694 
 13708        1:? 1:temporal       0.638 
 13709        1:? 2:atempora       0.812 
 13710        1:? 1:temporal       0.583 
 13711        1:? 2:atempora       0.663 
 13712        1:? 1:temporal       0.547 
 13713        1:? 1:temporal       0.574 
 13714        1:? 1:temporal       0.643 
 13715        1:? 2:atempora       0.604 
 13716        1:? 1:temporal       0.536 
 13717        1:? 1:temporal       0.583 
 13718        1:? 2:atempora       0.528 
 13719        1:? 1:temporal       0.649 
 13720        1:? 1:temporal       0.674 
 13721        1:? 1:temporal       0.904 
 13722        1:? 2:atempora       0.575 
 13723        1:? 1:temporal       0.635 
 13724        1:? 2:atempora       0.697 
 13725        1:? 1:temporal       0.721 
 13726        1:? 1:temporal       0.787 
 13727        1:? 1:temporal       0.629 
 13728        1:? 2:atempora       0.586 
 13729        1:? 1:temporal       0.673 
 13730        1:? 1:temporal       0.581 
 13731        1:? 1:temporal       0.642 
 13732        1:? 1:temporal       0.638 
 13733        1:? 2:atempora       0.632 
 13734        1:? 1:temporal       0.53 
 13735        1:? 1:temporal       0.599 
 13736        1:? 1:temporal       0.672 
 13737        1:? 1:temporal       0.6 
 13738        1:? 2:atempora       0.541 
 13739        1:? 1:temporal       0.58 
 13740        1:? 2:atempora       0.924 
 13741        1:? 1:temporal       0.69 
 13742        1:? 2:atempora       0.736 
 13743        1:? 1:temporal       0.513 
 13744        1:? 1:temporal       0.512 
 13745        1:? 2:atempora       0.616 
 13746        1:? 1:temporal       0.714 
 13747        1:? 1:temporal       0.606 
 13748        1:? 1:temporal       0.642 
 13749        1:? 2:atempora       0.541 
 13750        1:? 2:atempora       0.558 
 13751        1:? 2:atempora       0.563 
 13752        1:? 1:temporal       0.749 
 13753        1:? 2:atempora       0.745 
 13754        1:? 1:temporal       0.764 
 13755        1:? 1:temporal       0.643 
 13756        1:? 2:atempora       0.542 
 13757        1:? 2:atempora       0.834 
 13758        1:? 1:temporal       0.808 
 13759        1:? 1:temporal       0.567 
 13760        1:? 1:temporal       0.573 
 13761        1:? 2:atempora       0.65 
 13762        1:? 1:temporal       0.5 
 13763        1:? 2:atempora       0.815 
 13764        1:? 1:temporal       0.536 
 13765        1:? 2:atempora       0.95 
 13766        1:? 1:temporal       0.539 
 13767        1:? 1:temporal       0.542 
 13768        1:? 1:temporal       0.566 
 13769        1:? 1:temporal       0.672 
 13770        1:? 2:atempora       0.52 
 13771        1:? 2:atempora       0.507 
 13772        1:? 2:atempora       0.918 
 13773        1:? 1:temporal       0.542 
 13774        1:? 2:atempora       0.759 
 13775        1:? 2:atempora       0.946 
 13776        1:? 1:temporal       0.58 
 13777        1:? 1:temporal       0.672 
 13778        1:? 2:atempora       0.577 
 13779        1:? 2:atempora       0.847 
 13780        1:? 1:temporal       0.521 
 13781        1:? 1:temporal       0.643 
 13782        1:? 1:temporal       0.652 
 13783        1:? 2:atempora       0.569 
 13784        1:? 2:atempora       0.622 
 13785        1:? 2:atempora       0.716 
 13786        1:? 2:atempora       0.554 
 13787        1:? 2:atempora       0.601 
 13788        1:? 2:atempora       0.798 
 13789        1:? 1:temporal       0.633 
 13790        1:? 1:temporal       0.768 
 13791        1:? 1:temporal       0.748 
 13792        1:? 1:temporal       0.762 
 13793        1:? 1:temporal       0.566 
 13794        1:? 1:temporal       0.515 
 13795        1:? 2:atempora       0.534 
 13796        1:? 1:temporal       0.843 
 13797        1:? 2:atempora       0.647 
 13798        1:? 1:temporal       0.583 
 13799        1:? 1:temporal       0.632 
 13800        1:? 1:temporal       0.543 
 13801        1:? 1:temporal       0.572 
 13802        1:? 2:atempora       0.697 
 13803        1:? 2:atempora       0.663 
 13804        1:? 1:temporal       0.583 
 13805        1:? 2:atempora       0.588 
 13806        1:? 2:atempora       0.645 
 13807        1:? 2:atempora       0.509 
 13808        1:? 1:temporal       0.59 
 13809        1:? 1:temporal       0.802 
 13810        1:? 2:atempora       0.538 
 13811        1:? 1:temporal       0.643 
 13812        1:? 1:temporal       0.67 
 13813        1:? 2:atempora       0.798 
 13814        1:? 1:temporal       0.553 
 13815        1:? 1:temporal       0.61 
 13816        1:? 1:temporal       0.513 
 13817        1:? 2:atempora       0.863 
 13818        1:? 2:atempora       0.877 
 13819        1:? 2:atempora       0.545 
 13820        1:? 1:temporal       0.5 
 13821        1:? 1:temporal       0.539 
 13822        1:? 2:atempora       0.559 
 13823        1:? 1:temporal       0.638 
 13824        1:? 2:atempora       0.543 
 13825        1:? 1:temporal       0.664 
 13826        1:? 1:temporal       0.559 
 13827        1:? 2:atempora       0.65 
 13828        1:? 1:temporal       0.711 
 13829        1:? 1:temporal       0.526 
 13830        1:? 1:temporal       0.632 
 13831        1:? 2:atempora       0.716 
 13832        1:? 1:temporal       0.5 
 13833        1:? 1:temporal       0.583 
 13834        1:? 1:temporal       0.643 
 13835        1:? 2:atempora       0.542 
 13836        1:? 1:temporal       0.583 
 13837        1:? 2:atempora       0.561 
 13838        1:? 2:atempora       0.562 
 13839        1:? 1:temporal       0.602 
 13840        1:? 1:temporal       0.515 
 13841        1:? 2:atempora       0.772 
 13842        1:? 2:atempora       0.509 
 13843        1:? 1:temporal       0.544 
 13844        1:? 2:atempora       0.792 
 13845        1:? 2:atempora       0.57 
 13846        1:? 2:atempora       0.509 
 13847        1:? 1:temporal       0.761 
 13848        1:? 1:temporal       0.509 
 13849        1:? 1:temporal       0.512 
 13850        1:? 2:atempora       0.812 
 13851        1:? 1:temporal       0.763 
 13852        1:? 1:temporal       0.585 
 13853        1:? 2:atempora       0.751 
 13854        1:? 1:temporal       0.642 
 13855        1:? 1:temporal       0.583 
 13856        1:? 1:temporal       0.632 
 13857        1:? 1:temporal       0.674 
 13858        1:? 1:temporal       0.637 
 13859        1:? 2:atempora       0.57 
 13860        1:? 1:temporal       0.693 
 13861        1:? 1:temporal       0.679 
 13862        1:? 2:atempora       0.699 
 13863        1:? 1:temporal       0.722 
 13864        1:? 2:atempora       0.683 
 13865        1:? 2:atempora       0.669 
 13866        1:? 2:atempora       0.641 
 13867        1:? 2:atempora       0.703 
 13868        1:? 2:atempora       0.684 
 13869        1:? 1:temporal       0.578 
 13870        1:? 2:atempora       0.685 
 13871        1:? 1:temporal       0.5 
 13872        1:? 2:atempora       0.796 
 13873        1:? 2:atempora       0.635 
 13874        1:? 2:atempora       0.589 
 13875        1:? 1:temporal       0.673 
 13876        1:? 1:temporal       0.549 
 13877        1:? 2:atempora       0.874 
 13878        1:? 1:temporal       0.711 
 13879        1:? 1:temporal       0.523 
 13880        1:? 2:atempora       0.636 
 13881        1:? 1:temporal       0.762 
 13882        1:? 2:atempora       0.701 
 13883        1:? 2:atempora       0.58 
 13884        1:? 1:temporal       0.707 
 13885        1:? 1:temporal       0.66 
 13886        1:? 2:atempora       0.67 
 13887        1:? 1:temporal       0.583 
 13888        1:? 2:atempora       0.594 
 13889        1:? 1:temporal       0.7 
 13890        1:? 1:temporal       0.608 
 13891        1:? 2:atempora       0.545 
 13892        1:? 1:temporal       0.643 
 13893        1:? 1:temporal       0.721 
 13894        1:? 2:atempora       0.65 
 13895        1:? 1:temporal       0.547 
 13896        1:? 2:atempora       0.563 
 13897        1:? 1:temporal       0.676 
 13898        1:? 2:atempora       0.558 
 13899        1:? 1:temporal       0.57 
 13900        1:? 1:temporal       0.608 
 13901        1:? 1:temporal       0.583 
 13902        1:? 1:temporal       0.592 
 13903        1:? 2:atempora       0.656 
 13904        1:? 2:atempora       0.558 
 13905        1:? 2:atempora       0.597 
 13906        1:? 1:temporal       0.673 
 13907        1:? 2:atempora       0.698 
 13908        1:? 2:atempora       0.65 
 13909        1:? 1:temporal       0.556 
 13910        1:? 2:atempora       0.618 
 13911        1:? 2:atempora       0.558 
 13912        1:? 2:atempora       0.837 
 13913        1:? 1:temporal       0.741 
 13914        1:? 2:atempora       0.625 
 13915        1:? 1:temporal       0.591 
 13916        1:? 2:atempora       0.559 
 13917        1:? 2:atempora       0.625 
 13918        1:? 1:temporal       0.644 
 13919        1:? 1:temporal       0.833 
 13920        1:? 1:temporal       0.693 
 13921        1:? 2:atempora       0.613 
 13922        1:? 1:temporal       0.65 
 13923        1:? 1:temporal       0.609 
 13924        1:? 1:temporal       0.5 
 13925        1:? 2:atempora       0.541 
 13926        1:? 2:atempora       0.825 
 13927        1:? 1:temporal       0.583 
 13928        1:? 1:temporal       0.542 
 13929        1:? 1:temporal       0.61 
 13930        1:? 2:atempora       0.558 
 13931        1:? 1:temporal       0.668 
 13932        1:? 1:temporal       0.565 
 13933        1:? 2:atempora       0.571 
 13934        1:? 2:atempora       0.625 
 13935        1:? 1:temporal       0.671 
 13936        1:? 2:atempora       0.811 
 13937        1:? 2:atempora       0.546 
 13938        1:? 2:atempora       0.67 
 13939        1:? 1:temporal       0.717 
 13940        1:? 1:temporal       0.677 
 13941        1:? 1:temporal       0.762 
 13942        1:? 2:atempora       0.593 
 13943        1:? 1:temporal       0.632 
 13944        1:? 2:atempora       0.627 
 13945        1:? 2:atempora       0.748 
 13946        1:? 2:atempora       0.524 
 13947        1:? 2:atempora       0.558 
 13948        1:? 2:atempora       0.562 
 13949        1:? 2:atempora       0.793 
 13950        1:? 2:atempora       0.634 
 13951        1:? 1:temporal       0.597 
 13952        1:? 2:atempora       0.52 
 13953        1:? 1:temporal       0.662 
 13954        1:? 1:temporal       0.58 
 13955        1:? 1:temporal       0.547 
 13956        1:? 2:atempora       0.516 
 13957        1:? 1:temporal       0.5 
 13958        1:? 1:temporal       0.575 
 13959        1:? 2:atempora       0.527 
 13960        1:? 1:temporal       0.602 
 13961        1:? 1:temporal       0.546 
 13962        1:? 1:temporal       0.523 
 13963        1:? 2:atempora       0.732 
 13964        1:? 1:temporal       0.638 
 13965        1:? 2:atempora       0.936 
 13966        1:? 1:temporal       0.526 
 13967        1:? 2:atempora       0.566 
 13968        1:? 2:atempora       0.631 
 13969        1:? 2:atempora       0.538 
 13970        1:? 1:temporal       0.578 
 13971        1:? 1:temporal       0.638 
 13972        1:? 2:atempora       0.65 
 13973        1:? 2:atempora       0.579 
 13974        1:? 2:atempora       0.531 
 13975        1:? 2:atempora       0.7 
 13976        1:? 1:temporal       0.707 
 13977        1:? 1:temporal       0.594 
 13978        1:? 1:temporal       0.632 
 13979        1:? 2:atempora       0.603 
 13980        1:? 2:atempora       0.571 
 13981        1:? 1:temporal       0.572 
 13982        1:? 1:temporal       0.586 
 13983        1:? 2:atempora       0.785 
 13984        1:? 2:atempora       0.558 
 13985        1:? 2:atempora       0.621 
 13986        1:? 1:temporal       0.5 
 13987        1:? 1:temporal       0.514 
 13988        1:? 1:temporal       0.63 
 13989        1:? 1:temporal       0.638 
 13990        1:? 2:atempora       0.526 
 13991        1:? 2:atempora       0.779 
 13992        1:? 2:atempora       0.666 
 13993        1:? 1:temporal       0.678 
 13994        1:? 2:atempora       0.542 
 13995        1:? 1:temporal       0.655 
 13996        1:? 2:atempora       0.766 
 13997        1:? 1:temporal       0.764 
 13998        1:? 2:atempora       0.621 
 13999        1:? 2:atempora       0.578 
 14000        1:? 2:atempora       0.542 
 14001        1:? 2:atempora       0.511 
 14002        1:? 1:temporal       0.795 
 14003        1:? 2:atempora       0.738 
 14004        1:? 2:atempora       0.738 
 14005        1:? 1:temporal       0.548 
 14006        1:? 1:temporal       0.673 
 14007        1:? 1:temporal       0.758 
 14008        1:? 1:temporal       0.509 
 14009        1:? 2:atempora       0.518 
 14010        1:? 1:temporal       0.547 
 14011        1:? 2:atempora       0.551 
 14012        1:? 2:atempora       0.708 
 14013        1:? 2:atempora       0.515 
 14014        1:? 2:atempora       0.51 
 14015        1:? 2:atempora       0.633 
 14016        1:? 1:temporal       0.552 
 14017        1:? 2:atempora       0.709 
 14018        1:? 2:atempora       0.75 
 14019        1:? 2:atempora       0.709 
 14020        1:? 1:temporal       0.64 
 14021        1:? 2:atempora       0.634 
 14022        1:? 2:atempora       0.528 
 14023        1:? 2:atempora       0.834 
 14024        1:? 1:temporal       0.701 
 14025        1:? 1:temporal       0.889 
 14026        1:? 1:temporal       0.547 
 14027        1:? 2:atempora       0.632 
 14028        1:? 2:atempora       0.806 
 14029        1:? 1:temporal       0.564 
 14030        1:? 1:temporal       0.702 
 14031        1:? 1:temporal       0.584 
 14032        1:? 1:temporal       0.53 
 14033        1:? 2:atempora       0.667 
 14034        1:? 2:atempora       0.599 
 14035        1:? 2:atempora       0.56 
 14036        1:? 2:atempora       0.801 
 14037        1:? 1:temporal       0.609 
 14038        1:? 2:atempora       0.542 
 14039        1:? 2:atempora       0.65 
 14040        1:? 2:atempora       0.651 
 14041        1:? 2:atempora       0.884 
 14042        1:? 1:temporal       0.653 
 14043        1:? 2:atempora       0.56 
 14044        1:? 1:temporal       0.679 
 14045        1:? 1:temporal       0.527 
 14046        1:? 1:temporal       0.583 
 14047        1:? 1:temporal       0.535 
 14048        1:? 1:temporal       0.704 
 14049        1:? 1:temporal       0.561 
 14050        1:? 1:temporal       0.613 
 14051        1:? 1:temporal       0.904 
 14052        1:? 2:atempora       0.575 
 14053        1:? 2:atempora       0.529 
 14054        1:? 1:temporal       0.583 
 14055        1:? 2:atempora       0.538 
 14056        1:? 1:temporal       0.583 
 14057        1:? 2:atempora       0.885 
 14058        1:? 1:temporal       0.59 
 14059        1:? 1:temporal       0.643 
 14060        1:? 2:atempora       0.511 
 14061        1:? 1:temporal       0.537 
 14062        1:? 1:temporal       0.723 
 14063        1:? 2:atempora       0.563 
 14064        1:? 1:temporal       0.574 
 14065        1:? 1:temporal       0.758 
 14066        1:? 2:atempora       0.595 
 14067        1:? 1:temporal       0.508 
 14068        1:? 1:temporal       0.592 
 14069        1:? 2:atempora       0.631 
 14070        1:? 1:temporal       0.547 
 14071        1:? 1:temporal       0.643 
 14072        1:? 1:temporal       0.632 
 14073        1:? 2:atempora       0.607 
 14074        1:? 2:atempora       0.868 
 14075        1:? 1:temporal       0.583 
 14076        1:? 1:temporal       0.521 
 14077        1:? 2:atempora       0.561 
 14078        1:? 2:atempora       0.684 
 14079        1:? 2:atempora       0.788 
 14080        1:? 2:atempora       0.821 
 14081        1:? 1:temporal       0.684 
 14082        1:? 1:temporal       0.734 
 14083        1:? 1:temporal       0.637 
 14084        1:? 1:temporal       0.589 
 14085        1:? 2:atempora       0.576 
 14086        1:? 1:temporal       0.649 
 14087        1:? 2:atempora       0.538 
 14088        1:? 2:atempora       0.515 
 14089        1:? 1:temporal       0.591 
 14090        1:? 2:atempora       0.65 
 14091        1:? 2:atempora       0.558 
 14092        1:? 2:atempora       0.76 
 14093        1:? 2:atempora       0.574 
 14094        1:? 2:atempora       0.682 
 14095        1:? 1:temporal       0.684 
 14096        1:? 1:temporal       0.506 
 14097        1:? 2:atempora       0.601 
 14098        1:? 2:atempora       0.718 
 14099        1:? 2:atempora       0.801 
 14100        1:? 1:temporal       0.641 
 14101        1:? 1:temporal       0.797 
 14102        1:? 2:atempora       0.738 
 14103        1:? 2:atempora       0.667 
 14104        1:? 2:atempora       0.678 
 14105        1:? 2:atempora       0.66 
 14106        1:? 2:atempora       0.656 
 14107        1:? 1:temporal       0.547 
 14108        1:? 1:temporal       0.586 
 14109        1:? 1:temporal       0.64 
 14110        1:? 2:atempora       0.739 
 14111        1:? 2:atempora       0.957 
 14112        1:? 1:temporal       0.547 
 14113        1:? 2:atempora       0.814 
 14114        1:? 2:atempora       0.781 
 14115        1:? 2:atempora       0.511 
 14116        1:? 2:atempora       0.73 
 14117        1:? 1:temporal       0.54 
