@relation timetagging

@attribute gloss String
@attribute tense {past,present,future,neutral,atemporal}



@data
' दो गुटों, समूहों या व्यक्तियों के बीच की प्रतिद्वंद्विता और तनाव की वह स्थिति जो खुले और हिंसक टकराव को रोकती है',atemporal
' मकान बनाने वाला कारीगर ',future
' ग्वार की फली',atemporal
' समाज की की जाने वाली सेवा',atemporal
' अधिक गिनने की क्रिया',atemporal
' लाख आदि से बना मसाला',atemporal
' बकरी, भेड़, चूहे, ऊँट आदि की विष्ठा',atemporal
' बहुत बढ़-बढ़कर या उद्दंता से बातें करना',atemporal
' जोतने का काम किसी और से कराना',atemporal
' किसी दरिद्र का दीनता दिखाते हुए उदरपूर्ति के लिए कुछ माँगना',past
' धूप आदि से बचने के लिए ताना जानेवाला चँदोआ',atemporal
' अनाज मापने का एक पात्र',present
' उपासना या पूजा करने वाला ',future
' * किसी को किसी वस्तु आदि का पूरा और सब प्रकार का अधिकार देना',atemporal
' चमड़े का वह टुकड़ा जिस पर नाई उस्तरे की धार तेज करते हैं',past
' साधारण सी बात को व्यर्थ की कहा-सुनी में बढ़ा देने की क्रिया ',atemporal
' मनोरंजन या व्यायाम के लिए की जानेवाली लंबी पैदल यात्रा विशेषकर पर्वतीय भागों में',atemporal
' पान के पत्तों को बेसन में लपेटकर बनाई हुई पकौड़ी',atemporal
' करने जा रहे या कर रहे काम को करने से रुक जाना',atemporal
' नाइजीरिया के उत्तर पूर्व का एक जिहादी आतंकवादी संगठन जो दृढ़ता से मानव निर्मित कानूनों और आधुनिक विज्ञान का विरोध करता है',neutral
' एक रोग जिसमें पैर फूलकर हाथी के पैर के समान हो जाता है',neutral
' किसी विषय से सम्बंधित प्रश्नों की सूची',atemporal
' वह जो राजा की पुत्री हो या राज परिवार की कन्या',atemporal
' शरीर की वह क्षमता जिससे वह किसी रोग या संक्रमण से बचा या अप्रभावित रहता है',atemporal
' गुणा किया हुआ',atemporal
' वह बिसात जिस पर चौसर खेला जाता है',atemporal
' पूरा करने वाला',future
' पेड़ू के नीचे कमर और जाँघ के जोड़ का वह स्थान जहाँ छूने से गिल्टियाँ मालूम होती हैं',past
' बुरे कामों में खर्च करने वाला',future
' जो पारित न हुआ हो',atemporal
' किसी को रहने के लिए आवास उपलब्ध करना',atemporal
' किसी चीज को बराबर उपयोग तथा व्यवहार में लाते रहना',atemporal
' जीवाणुओं का नाश करने की क्रिया ',atemporal
' गणना में अस्सी के स्थान पर आने वाला',future
' पहले की मात्रा से अधिक मात्रा में',atemporal
' एक संकर रागिनी',present
' जो दुर्दशा से ग्रस्त हो',atemporal
' सम्पूर्ण जाति का एक संकर राग',present
' गर्ग ऋषि के एक पुत्र',present
' कपड़े की एक प्रकार की सिलाई जो कपड़े को और अच्छा दिखने के लिए की जाती है',neutral
' जौ की तोड़ी हुई कच्ची या हरी बाल',atemporal
' बही में किसी का नाम चढ़ावाकर उसके साथ होने वाले लेन-देन का हिसाब शुरू करना',atemporal
' वह उपकरण जो रासायनिक क्रिया द्वारा विद्युत उत्पन्न करता है',atemporal
' शरीरस्थ पाँचवायु में से एक जो पाचक अग्नि के समीप आमाशय और ग्रहणी में रहती है',neutral
' भारतीय संगीत के सात स्वरों में से छठा',atemporal
' मर्यादा या बंधन को न मानने वाला',future
' जो सांप्रदायिक न हो',atemporal
' विभीषण की पत्नी',atemporal
' शोध करने वाला',future
' मुख साफ़ करने के निमित्त उसमें पानी लेकर इधर-उधर हिलाकर फेंकने की क्रिया',atemporal
' वह समय जब चंद्रमा उत्तरा-फाल्गुनी नक्षत्र में होता है',atemporal
' घर में किसी नए व्यक्ति के आगमन होते ही उसी घर के किसी सदस्य का निधन हो जाना',atemporal
' वह जिसका रंग-ढंग बहुत अच्छा और सुंदर हो',atemporal
' वह मकान जहाँ लोगों को शिक्षित करने या उनके मनोरंजन के लिए ग्रहों और तारों की गतिशील दृश्यों सहित रात्रिकालीन आकाश को दिखलाने के लिए गोल छत होती है',atemporal
' कातने की क्रिया ',atemporal
' जिसने गुरु से दीक्षा न ली हो',atemporal
' एक पेड़ जिसके बीजों को भून-पीस कर पेय बनाया जाता है',neutral
' एक पौराणिक वन',present
' तल और भून करके',atemporal
' तपी हुई वस्तु विशेषकर धातुओं को पानी या अन्य तरल पदार्थ में डालकर ठंडा करना',atemporal
' सामंतों के समय का या उस समय से संबंधित ',atemporal
' हवा में लहरने में प्रवृत्त करने की क्रिया या ऐसा करने की क्रिया कि हवा में लहरे',atemporal
' जिसकी स्तुति न की गई हो',atemporal
' वह स्थान जहाँ आप तैनात या टिके हों और जहाँ से उद्देश्यों की शुरुआत और समाप्ति होती हो',atemporal
' खाने-पीने की चीजें परोसने के लिए लोगों के सामने लाना',atemporal
' +कीटनाशक या रोगनाशक घोल को पंप से खेतों, पेड़-पौधों, पानी आदि पर डालने की क्रिया',atemporal
' वह व्यक्ति जिसका कोई वारिस या पालन-पोषण करने वाला न हो',future
' हँसी उत्पन्न करने वाला ',future
' वह जीव जो पृथ्वी या पृथ्वी के परिमंडल से बाहर या अन्य ग्रह का निवासी माना जाता है',atemporal
' परलोक से संबंध रखने वाला',future
' अठारह पुराणों में से आठवाँ पुराण',atemporal
' लम्बोतरे आकार का कोई बड़ा पुर्जा जो यंत्रो में लगता हो ',atemporal
' शिथिल गति से',atemporal
' कभी जल्दी कभी देरी से ',atemporal
' वह संपत्ति जो खेती-बारी,जंगल,मकान आदि के रूप में हो',atemporal
' जनन अंग से संबंधित',atemporal
' पौराणिक पुरुष पुरु का या उनसे संबंधित',atemporal
' पटवारी के पास रहने वाले (विशेषकर किसान आदि के) खाते की नकल या प्रतिलिपि जिसमें यह लिखा रहता है कि किस सन् में किस खेत का मालिक कौन था और उसने कितना जोता-बोया था',atemporal
' ऐसी व्यूह रचना जिसमें सैनिकों की टुकड़ियों को अलग-अलग रखा जाता है',atemporal
' विद्यालय आदि में अध्ययन-अध्यापन की दृष्टि से की गई समय की बाँट, जिसमें एक-एक विषय पढ़ाया जाता है',atemporal
' अपने स्थान पर फिर से या पूर्ववत स्थित',atemporal
' भादों महीने के कृष्ण पक्ष की षष्ठी',atemporal
' जिससे बहुत दिनों से परिचय हो',atemporal
' फूलों से भरी अंजली जो किसी देवता अथवा पूज्य पुरुष को चढ़ाई जाय',atemporal
' ईश्वर की निंदा',atemporal
' लटकाने का काम किसी और से कराना',atemporal
' एक तौल जो सोलह छटाँक या अस्सी तोले के बराबर की होती है',neutral
' चीड़ के वृक्ष से निकला हुआ तेल जो औषध आदि के काम में आता है',atemporal
' जो चतुर्दशी को उत्पन्न हुआ हो',atemporal
' मौसी से संबंधित या मौसी का',atemporal
' हिसाब में वह धन जो पहले रोकड़-बाकी के रूप में रहा हो और अब नए खाते या पृष्ठ में गया हो',atemporal
' +विवाह संबंध से बना रिश्ता',atemporal
' किसी निश्चित स्थान में अनिश्चित या अनजाने स्थान पर',atemporal
' राजा अजमीढ़ के छोटे भाई',atemporal
' एक प्रकार का पटाखा जो आकाश में जाकर फूटता है',neutral
' पंजाब में अकाली दल और भारतीय जनता पार्टी के गठबंधन से बना राजनीतिक दल',atemporal
' भूसा मिली हुई मिट्टी जो मकान बनाने के काम आती है',atemporal
' जितना हो उससे उतना चार बार और अधिक',atemporal
' करघे में लगने वाली वे दो लकड़ियाँ जो बेसर के कुलवाँसे से लटकती हैं ',past
' वह बकरा जिसका कान किसी धार्मिक कृत्य के अवसर पर काटकर किसी देवी, देवता आदि को चढ़ा दिया गया हो',atemporal
' सूचना की एक इकाई जो एक मिलियन बाइटों के बराबर होती है',neutral
' न्याय दर्शनानुसार वह सिद्धांत जिसके प्रमाणित होने से कुछ अन्य सिद्धांत या अर्थ भी आप से आप प्रमाणित हो जायँ',atemporal
' धार्मिक या नैतिक बातों को भली-भाँति समझाकर कहने या अर्थ खोलकर बताने की क्रिया',atemporal
' किसी के अधिकार में दिया हुआ',atemporal
' देखने में होनेवाला भ्रम जिसमें जो वस्तु आदि है वह न लगकर कुछ और लगती है',atemporal
' वह धन या सामान आदि जो हारा हुआ राष्ट्र विजेता को देता है ',atemporal
' पहले से जाना हुआ ',atemporal
' विषाणुओं और उनके द्वारा उत्पन्न रोगों का अध्ययन',atemporal
' वह पुस्तक जिसमें आय-व्यय आदि का हिसाब लिखा जाता है',atemporal
' भूगर्भ या पृथ्वी के भीतरी भाग का या भूगर्भ से संबंधित',atemporal
' कृष्ण की एक पत्नी ',present
' साधुओं आदि का आग के कुएँ में पड़े रहने की क्रिया',atemporal
' जो संकेत के रूप में हो',atemporal
' वह स्थान जहाँ मुद्रणयंत्र द्वारा समाचारपत्र, पुस्तकें आदि छापी जाती हैं',past
' लकड़ी का वह कुंडा जिस पर रखकर चारा काटा जाता है',atemporal
' बेसन का या बेसन से बना हुआ',atemporal
' रिक्शा चलाने वाला व्यक्ति',future
' पटेबाज का कार्य और कौशल',atemporal
' वह उद्भिज्ज जिसे चौपाए चरते हैं',past
' मूलतः पूना में रहने वाला व्यक्ति',future
' वेदों का अंतिम भाग जिसमें आत्मा, ईश्वर, जगत आदि का विवेचन है',atemporal
' वह नदी जिसके जल का प्रवाह भीतर हो और बाहर से दिखाई न दे',atemporal
' साधारण गाँव से बड़ी और शहर से छोटी बस्ती',atemporal
' वह आज्ञा या सूचना जो अर्थ-न्यायालय द्वारा निकली हो',atemporal
' अपनी विवाहिता स्त्री से उत्पन्न पुत्र',atemporal
' नियतिवाद को मानने वाला व्यक्ति',future
' शुद्ध गंधक',atemporal
' सिनेमा या पत्र-पत्रिका आदि के वितरण पर लगाई जानेवाली रोक',atemporal
' एक मीठा खाद्य पदार्थ जो तेल आदि में भूनकर बनाया जाता है',neutral
' सत्तर और नौ के योग से प्राप्त संख्या',atemporal
' सैनिकों या इसी तरह के किसी दल आदि की कवायद',present
' साहित्य के रस निरूपण में वियोगी की वह अवस्था जिसमें वह प्राण त्याग देता है',atemporal
' किसी को बुरा समझकर सदा उससे दूर हो जाना',atemporal
' चैत्र माह की पूर्णिमा जिस दिन हनुमान पैदा हुए थे ',past
' (लाक्षणिक प्रयोग) चारों तरफ से घिरी हुई या मर्यादा निर्धारित करने वाली बात या वस्तु',atemporal
' वह लिपि जिसमें बुगी भाषा लिखी जाती है ',atemporal
' जिसे हाथ से चलाया जाता हो',atemporal
' वह अन्न जिसकी दाल बनती है,जैसे अरहर,मूँग आदि',atemporal
' अंग्रेज़ी ढंग का एक वस्त्र जो क़मीज़, कुरते के ऊपर पहना जाता है',neutral
' राजस्थान का एक शहर',present
' अपनी किसी वस्तु को कुछ दिनों के लिए किसी दूसरे के पास रखने की क्रिया',atemporal
' दार्शनिक सिद्धांत जिसके अनुसार केवल पदार्थ या भौतिक वस्तु ही सत्य या यथार्थ है',atemporal
' वह समय जब चंद्रमा उत्तरा-भाद्रपद नक्षत्र में होता है',atemporal
' गणना में बावन के स्थान पर आने वाला',future
' स्कॉटलैंड की राजधानी ',atemporal
' खोया,पनीर और चीनी मिलाकर बनाई हुई बड़ी बरफी',atemporal
' एक गहना',present
' खाने के लिए पानी में उबाला हुआ चावल',atemporal
' भारत की पहली महिला प्रधानमंत्री जो जवाहरलाल नेहरू की पुत्री थीं',atemporal
' छत्रपति शिवाजी के पिता',atemporal
' पानी में नींबू निचोड़कर बनाया हुआ पेय',atemporal
' खेत का उतना भाग जितना एक हल के चक्कर में जुत जाता है',neutral
' वह स्थान जहाँ ग्रहों, नक्षत्रों और तारों आदि को देखने और उनकी गतिविधि जानने के यंत्र हों',atemporal
' रुचि के अनुसार भोजन या खाद्यपदार्थ ',atemporal
' दर्शक के रूप में कहीं उपस्थित होकर या पहुँचकर कुछ देखना',atemporal
' तांत्रिकों का एक प्रकार का चक्र जिसके अनुसार गुरु यह निश्चय करता है कि शिष्य को नक्षत्रों विचार से दीक्षा के समय कौन सा मंत्र दिया जाय',neutral
' किसी वर्ग या समाज में अंदर ही अंदर फैली हुई ऐसी धारणा या विचार जिसका पता साधारणतः ऊपर से न चलता हो',atemporal
' वह स्थान जहाँ चिड़िया ठहरकर रात बिताती हैं',past
' वैशाख मास की पूर्णमासी',atemporal
' क्रिकेट आदि के खेल में बल्लेबाज द्वारा बनाए गए रनों का लेखा',atemporal
' वह मसाला जिससे शराब चुआई जाती है',atemporal
' पूजा न करने वाला ',future
' जो गौतम बुद्ध के चलाये हुए धर्म का अनुयायी हो',past
' अकारण लोगों से लड़ने या मार पीट करने वाला',future
' कान छेदने की एक सुईनुमा वस्तु',present
' एक प्रकार का जंगली पेड़ जो पलाश की तरह का होता है',neutral
' लाक्षणिक रूप में मनोविकारों, विचारों आदि का ऐसा तीव्र या उग्र होना जो घातक, नाशक या हानिकारक हो',atemporal
' हाँकने का काम दूसरे से कराना',atemporal
' समय को मापने की माप',atemporal
' वह लकड़ी जिससे पीटकर ऊन साफ करते हैं',past
' वह खेत जिसमें माष या उड़द बोया जाता है',atemporal
' रैदास के पंथ का या रैदास के पंथ से संबंधित',atemporal
' मंच पर प्रस्तुत करने या होने की क्रिया',atemporal
' पोते की पत्नी',atemporal
' बाँस की तीलियों का बना हुआ पर्दा',atemporal
' अत्यधिक कोप या क्रोध',atemporal
' तेजाब की सहायता से बनाया या ठीक किया हुआ',atemporal
' किसी अवधि या सीमा से संबंधित या अवधि का',atemporal
' दिन में दो बार आनेवाला ज्वर ',atemporal
' मैदे को शक्कर के पानी में घोलकर, घी या तेल में तलकर बनाई हुई पतली तथा चपटी मिठाई',atemporal
' वह कम्प्यूटर प्रोग्राम जो कम्प्यूटर उपयोग करने वालों के लिए आमतौर पर किसी कंप्यूटर मॉनीटर पर होने वाले प्रदर्शन को नियंत्रित करता है और जो उपयोगकर्ता को सिस्टम के साथ बातचीत करने देता है',atemporal
' अरहर का सूखा डंठल',atemporal
' वह हड़ताल जिसमें हड़ताली भूखे रहता है यानि अन्न आदि ग्रहण नहीं करता',atemporal
' जो आधा कच्चा हो और आधा पका या गला हो',atemporal
' मुँह में रखकर घुलाना या इधर-उधर करना',atemporal
' गुरुद्वारे से सम्बन्धित वह स्थान जहाँ लोगों को खाने के लिए भोजन बाँटा जाता है',atemporal
' पानी भरने का मिट्टी का छोटा बर्तन',atemporal
' पानी गरम करने पर होनेवाला सनसन का शब्द',atemporal
' हजार वर्ष का समय',atemporal
' घबराहट के समय हाय-हाय की पुकार या चिल्लाहट',atemporal
' निकृष्ट घोड़ा',atemporal
' भारत के पंजाब प्रदेश की भाषा',atemporal
' बातचीत का आनन्द ',atemporal
' एक जलजन्तु जिसके शरीर पर शल्क पाए जाते हैं और साँस लेने के लिए गलफड़ होते हैं',past
' एक प्रकार का विशालकाय हाथी जो अब विलुप्त हो गया है',neutral
' भादों के महीने के शुक्ल पक्ष की वह द्वादशी जो श्रवण नक्षत्र से युक्त हो ',atemporal
' संतान के प्रेम से भरा हुआ',atemporal
' लड़खड़ाने की अवस्था या क्रिया ',atemporal
' पुरानी रूई जो एकबार कपड़े में भरी जा चुकी हो',atemporal
' श्रद्धापूर्वक अथवा किसी की सेवाओं आदि से प्रसन्न होकर उसे कुछ अर्पित या समर्पित करना',atemporal
' पशुओं के खाने का घास, भूसा आदि',atemporal
' वस्तुओं का उपयुक्त स्थान पर लगाया हुआ क्रम',atemporal
' क्रिकेट खेलते समय बल्लेबाज़ी करने वाला खिलाड़ी',future
' गोस्वामी तुलसीदास द्वारा अवधी में रचित ग्रंथ जिसमें राम के चरित्र का वर्णन है',atemporal
' वह अन्न जो खेत काटने वालों को मज़दूरी के रूप में दिया जाता है',atemporal
' एक यूरोपीय देश ',present
' दक्षिण भारत जो उड़ीसा के दक्षिण पूर्वी सागर के किनारे रोमेश्वर तक फैला है',atemporal
' वह रक्त वर्ग जिसकी लाल रक्त कणिकाओं पर ओ एंटीजिन पाया जाता है',atemporal
' कोन में भरी हुई आइसक्रीम',atemporal
' जो आतंक से घबराया हुआ हो',atemporal
' साहित्य में किसी वस्तु में दूसरी वस्तु का गुण या धर्म लाकर लगाने की क्रिया या उसकी कल्पना करने की क्रिया',atemporal
' क्रिकेट में रन लेते समय क्रीज में पहुँचने से पहले ही विपक्षी खिलाड़ी द्वारा गेंद से गुल्ली गिरा देने के कारण होनेवाला आउट',atemporal
' देशों की यात्रा या भ्रमण',atemporal
' वह सिनेमा जिसमें पात्र कुछ भी नहीं बोलता है',atemporal
' पकते चावल के ऊपर का झाग या फेन',atemporal
' पहाड़ी किले का सबसे ऊपरी और महत्त्वपूर्ण भाग',atemporal
' नापसंदगी या संवेदना प्रकट करने के लिए मुँह से अपने आप निकलने वाला शब्द ',future
' सिक्खों द्वारा प्रयुक्त एक लोकप्रिय मंत्र जिसका अर्थ होता है, अद्भुत प्रभु',neutral
' अनुचित रूप से लेना',atemporal
' गणित में शून्य से अधिक मान रखने वाली संख्या',atemporal
' अभाव से पीड़ित या गरीबी का मारा ',atemporal
' वह त्रिकोणीय भू-भाग जो दो नदियों के बीच में पड़ता है ',atemporal
' प्रायद्वीप का या प्रायद्वीप से संबंधित',atemporal
' किसी क्रिया को आरंभ से समाप्ति की ओर ले जाना',atemporal
' वह अपारदर्शक चमकीला खनिज द्रव्य जिससे बर्तन, तार, गहने, शस्त्र आदि बनते हैं',past
' अज्ञान, प्रेम, मोह आदि दूर होने से किसी के वास्तविक रूप या स्थिति का ज्ञान होना',atemporal
' * वह कॉइल जिसमें धारा प्राथमिक कॉइल से होकर पहुँचती है या प्राथमिक कॉइल में धारा जाने के बाद जिस कॉइल में पहुँचती है',atemporal
' भुगतान न किया हुआ ',atemporal
' दोषों या बुराइयों की इतने जोरों से चर्चा करना कि लोग उसे उसका वास्तविक स्वरूप समझकर उसके प्रति उपेक्षा या घृणा का व्यवहार करने लगें',atemporal
' किसी गली में रहनेवाले या काम करनेवाले लोग',atemporal
' वह जिसका अनुमान किया जाय',atemporal
' वह इंद्रिय जिससे शब्द सुनाई पड़ता है',atemporal
' घर में अतिथियों के ठहरने और सेवा-सत्कार के लिए उपयोग में आनेवाला कमरा',atemporal
' छत्तीसगढ़ का या वहाँ की भाषा, संस्कृति आदि से संबंधित',atemporal
' भारत के महाराष्ट्र राज्य में रहनेवाली एक जाति',present
' जो सदा हरा रहे ',atemporal
' वेतन का वह मान जिसके अनुसार किसी पद पर काम करनेवाले पदाधिकारी को वेतन दिया जाता है',atemporal
' सिक्खों के दूसरे गुरु',atemporal
' एक विदेशी भाषा',present
' सबसे छोटी (अंगुली)',atemporal
' वाद्य यंत्र में खूँटी की तरह का वह भाग जिसमें वाद्य के तार लगे रहते हैं',past
' धूप में पकाया हुआ',atemporal
' एशिया तथा आस्ट्रेलिया के मध्य की द्वीपों की शृंखला',atemporal
' काले और सफेद के मिश्रित रंग का',atemporal
' एक मनोरंजक और प्रतिस्पर्धात्मक खेल जिसमें एक साधन की सहायता से हवा में उड़ा जाता है',neutral
' किसी वस्तु अथवा व्यक्ति को देखते ही जान लेना कि यह कौन या क्या है',atemporal
' तरकारी, फल उत्पन्न करने वाले और बेचने वाले लोगों की जाति की महिला',atemporal
' किसी वस्तु का वह केन्द्रीय अंश या भाग जहाँ से उसके सभी छोर समान दूरी पर पड़ते हों',atemporal
' राजस्थान का एक शहर ',present
' धन की कामना या इच्छा',atemporal
' पचास लाख की संख्या',atemporal
' आकाश की उत्तर दिशा में सदा एक ही स्थान पर रहनेवाला तारा जो हिंदु ग्रंथों के अनुसार उत्तानपाद का पुत्र माना जाता है',neutral
' उलटकर फिर पहले रूप, स्थान आदि में आने की क्रिया',atemporal
' एक तरह का रेडियो जो आकार में छोटा होता है',neutral
' हठ-योग में सहस्रार का वह रूप जब कुंडलिनी शक्ति के ब्रह्मरंध्र में पहुँच जाने पर उसमें से अमृत का प्रवाहित होना माना जाता है',atemporal
' खिलाने का काम दूसरे से कराना',atemporal
' अमेरिका का एक राज्य',present
' कटा हुआ हाथ',atemporal
' * किसी व्यक्ति का नाम, गुण, कर्म आदि बताना',atemporal
' जो आडंबर से भरा हो या अनावश्यक भव्य या बड़ा हो',atemporal
' लकड़ी काटकर बेचने वाला व्यक्ति',future
' जिसमें स्वाद हो या जो स्वाद से भरा हुआ हो',atemporal
' रोज़ की बिक्री से प्राप्त पैसा',atemporal
' सर्वथा पूजनीय',atemporal
' दुत-दुत कहकर किसी को अपने पास से तिरस्कारपूर्वक हटाने की क्रिया',atemporal
' सर्वप्रधान मानी जाने वाली वह ऋतु जो माघ के दूसरे पक्ष से प्रारम्भ होकर चैत के प्रथम पक्ष तक की मानी गई है',atemporal
' अन्न में रुचि का न होने या भूख न लगने की क्रिया',atemporal
' आँख की कोर ',atemporal
' वह स्थान जहाँ पर पशु-पक्षियों को संरक्षण दिया जाता है',atemporal
' वह गेंदबाज़ जो गेंद को तेजी से फेंकता है',atemporal
' वह वर्ण जिसका उच्चारण ओंठ से होता है',atemporal
' मानव निर्मित वह रासायनिक तरल पदार्थ जिससे कोई चीज रंगी जाती है',atemporal
' शास्त्र से संबंधित नृत्य',atemporal
' अनेक परिवारों के रहने के लिए बनाई गई आपस में सटी हुई मकानों की कतारें',atemporal
' बेहतर होने की अवस्था',atemporal
' वह विद्या जिसमें प्राचीन काल,मुख्यतः इतिहासपूर्व काल की वस्तुओं के आधार पर पुराने अज्ञात इतिहास का पता लगाया जाता है',atemporal
' जो ज़्यादा न बोलता हो या जो उतना ही बोले की काम चल जाए',atemporal
' किसी खेल को आरंभ करने के लिए खिलाड़ी का गेंद, चिड़िया आदि को हाथ, पैर, रैकेट आदि से मारने की क्रिया',atemporal
' * एक विशेष अंदाज जिसमें कुछ प्रदर्शित या अभिव्यक्त होता है',neutral
' मिट्टी, काँच, आदि का छोटा गोल पिंड जिससे बच्चे खेलते हैं',past
' जलयान के लंगर की कुंडी',atemporal
' सत्त्व, रज व तम इन तीनों गुणों से युक्त',atemporal
' वह धन जो किसी को कुछ परिश्रम करने पर उसके बदले या पारितोषिक आदि के रूप में दिया जाता है',atemporal
' जो दूसरे स्थान या देश से आया हो या बाहर से मँगाया हुआ',atemporal
' वह केंद्र जहाँ बच्चों तथा गर्भवती महिलाओं को भूख एवं कुपोषण से बचाने के लिए पौष्टिक आहार दिया जाता है',atemporal
' जिसने अच्छी शिक्षा पाई हो',present
' जिसके संबंध में कोई प्रतिज्ञा की गई हो या वचन दिया गया हो',atemporal
' बाँस या मूँज की बनी हुई बहुत छोटी गहरी डलिया',atemporal
' पारसियों के नए साल का पहला दिन',atemporal
' जूही की जाति का एक फूल',present
' किसी की मृत्यु के पश्चात् उसके परिवार वालों द्वारा पीपल के पेड़ पर दस दिनों तक दीया जलाने की क्रिया',atemporal
' जो चंद्रमा के विचार से या आधार पर हो या उससे संबंधित हो',atemporal
' अनुभव कराने वाला',future
' ग्रामोफोन का रिकॉर्ड या वह चक्रिका जिस पर ध्वनि अभिलेखित होता है ',atemporal
' वह लिपि जिसमें तमिल भाषा लिखी जाती है',atemporal
' वह तंत्र जो शारीरिक द्रवों में रोग-प्रतिकारक या रोग क्षमता उत्पन्न कर हमारे शरीर को बाहरी पदार्थों तथा रोग जनक जीवों से सुरक्षित रखता है ',atemporal
' अठारहवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि उन्नीस की क्रमसूचक संख्या होती है',atemporal
' घी या तेल भरकर छायादान किया हुआ काँसे का पात्र',atemporal
' कपड़े, काग़ज़ आदि को तह करके या लपेट कर रखना',atemporal
' कपड़े, डोरे आदि का सिरा मरोड़कर लगाई हुई गाँठ',atemporal
' वृक्षों, लताओं आदि के झुरमुट से मंडप के समान आच्छादित स्थान ',atemporal
' जो दृढ़ता से बँधा, जकड़ा या कसा न हो',atemporal
' विद्या, कला आदि के संबंध में किसी विद्वान द्वारा प्रतिपादित या स्थापित कोई ऐसी मूल बात या मत जिसे बहुत लोग ठीक मानते हों ',atemporal
' सुख-दुख आदि का अनुभव करने की क्रिया',atemporal
' किसी स्थान आदि के अंदर रहने वाला',future
' आधुनिक सौराष्ट्र राज्य जो गुजरात के पश्चिम में है',atemporal
' शाखा में से निकली हुई छोटी शाखा',atemporal
' क्रोध से बेकाबू होना',atemporal
' चंदन की लकड़ी को जल में घिस या रगड़कर बनाया हुआ गाढ़ा घोल या लेप जिसका टीका आदि लगाया जाता है',atemporal
' अभिमान से भर जाना',atemporal
' हिंदी वर्णमाला का उन्तीसवाँ व्यंजन अक्षर जिसे वर्ण उ का विकार और अंतस्थ अर्ध-व्यंजन माना गया है',atemporal
' हिंदुओं के चार आश्रमों में से अंतिम,जिसमें त्यागी और विरक्त होकर सब कार्य निष्काम भाव से किए जाते हैं',past
' माँ दुर्गा का एक रूप जिनका शरीर अँधेरी रात की तरह काला और बाल बिखरे हुए हैं ',past
' किसी के जीवन जीने की वह शैली या ढंग जो उसके व्यवहार आदि में दृष्टिगत होता है',atemporal
' कुछ मसालों को पीसकर घी में पकाया हुआ चूर्ण जो प्रसूता स्त्रियों को पिलाते हैं',past
' वह जिसने अपनी इंद्रियों को वश में कर लिया है',atemporal
' * मध्यम आयु की ओजस्वी एवं गंभीर विवाहिता स्त्री',atemporal
' वह लिपि जिसमें उड़िया भाषा लिखी जाती है',atemporal
' पीछे की ओर या पीठ की ओर',atemporal
' उर्वर होने की अवस्था या भाव',atemporal
' एक वार्षिक पुरस्कार जो भौतिकी, रसायन, शरीर विज्ञान, अर्थ शास्त्र, औषध, साहित्य, शांति आदि के क्षेत्र में विशेष योगदान देने के लिए किसी को दिया जाता है',neutral
